Title,Year,Rating,Runtime,Critic.Score,Box.Office
The Signal,2014,PG-13,97,58,4.7
Dawn of the Planet of the Apes,2014,PG-13,130,90,5.1
Life After Beth,2014,R,89,45,0.0573
Sex Tape,2014,R,94,17,38.5
Persecuted,2014,PG-13,91,0,1.6
The Purge: Anarchy,2014,R,103,56,71.5
The Fluffy Movie: Unity Through Laughter,2014,PG-13,101,54,2.8
Wish I Was Here,2014,R,106,46,3.6
Come Back to Me,2014,R,90,20,0.0042
Hercules,2014,PG-13,98,60,72.7
Rob the Mob,2014,R,104,84,0.2
Frontera,2014,PG-13,103,52,0.0593
Guardians of the Galaxy,2014,PG-13,121,91,333.2
The One I Love,2014,R,91,80,0.5
God's Pocket,2014,R,88,36,0.1
Teenage Mutant Ninja Turtles,2014,PG-13,101,21,191.2
Step Up All In,2014,PG-13,112,43,14.9
Into the Storm,2014,PG-13,89,22,47.6
The Hundred-Foot Journey,2014,PG,122,68,54.2
Let's Be Cops,2014,R,104,18,82.4
Boyhood,2014,R,165,98,25.4
The Expendables 3,2014,PG-13,126,33,39.3
Deepsea Challenge 3D,2014,PG,90,67,0.1
If I Stay,2014,PG-13,107,36,50.5
The November Man,2014,R,108,35,25
The Two Faces of January,2014,PG-13,96,82,0.5
Obvious Child,2014,R,84,90,3.1
Barefoot,2014,PG-13,90,14,0.0118
The Identical,2014,PG,107,7,2.8
Island of Lemurs: Madagascar,2014,G,39,80,9.8
The Skeleton Twins,2014,R,93,87,5.3
Honeymoon,2014,R,87,70,0.0092
Pump,2014,PG,88,75,0.0735
The Drop,2014,R,106,89,10.7
Atlas Shrugged: Who Is John Galt?,2014,PG-13,99,0,0.8
Dolphin Tale 2,2014,PG,107,67,42
No Good Deed,2014,PG-13,84,10,52.5
This Is Where I Leave You,2014,R,103,41,34.3
The Maze Runner,2014,PG-13,113,63,102.4
I Origins,2014,R,106,52,5
The Remaining,2014,PG-13,88,56,1.2
White Bird in a Blizzard,2014,R,91,55,0.0335
The Song,2014,PG-13,116,29,5.5
The Equalizer,2014,R,132,61,101.5
Two Night Stand,2014,R,86,34,0.0156
The Boxtrolls,2014,PG,96,75,50.8
Seymour: An Introduction,2014,PG,84,100,0.6
Annabelle,2014,R,99,29,84.3
Left Behind,2014,PG-13,110,2,14
"Like Sunday, Like Rain",2014,R,104,53,0.0276
Dead Snow 2: Red vs. Dead,2014,R,100,85,0.0321
The Hero of Color City,2014,G,77,25,0.032
Kill the Messenger,2014,R,112,77,2.4
Addicted,2014,R,106,8,17.4
The Judge,2014,R,141,47,47.1
Camp X-Ray,2014,R,117,73,0.0098
A Matter of Faith,2014,PG,89,0,0.5
Fury,2014,R,134,77,85.8
The Best of Me,2014,PG-13,118,8,26.8
The Sisterhood of Night,2014,PG-13,104,79,0.0053
V/H/S: Viral,2014,R,81,36,0.0026
The Principle,2014,PG,90,0,0.0862
23 Blast,2014,PG-13,98,38,0.5
St. Vincent,2014,PG-13,102,77,44.1
Before I Go to Sleep,2014,R,92,36,3.2
The Overnighters,2014,PG-13,102,98,0.1
Life Partners,2014,R,93,62,0.0076
Big Hero 6,2014,PG,102,89,222.5
Magician: The Astonishing Life and Work of Orson Welles,2014,PG-13,91,73,0.0155
Love Is Strange,2014,R,94,94,2.3
Dumb and Dumber To,2014,PG-13,109,29,86.2
The Good Lie,2014,PG-13,110,88,2.7
Beyond the Lights,2014,PG-13,116,81,14.6
Birdman: Or (The Unexpected Virtue of Ignorance),2014,R,119,92,42.3
Saving Christmas,2014,PG,80,0,2.8
The Hunger Games: Mockingjay - Part 1,2014,PG-13,123,65,337.1
My Old Lady,2014,PG-13,107,59,4
Penguins of Madagascar,2014,PG,92,72,83.3
The Green Prince,2014,PG-13,101,78,0.3
The One I Wrote for You,2014,PG,110,0,0.0486
Exodus: Gods and Kings,2014,PG-13,150,27,65
Merchants of Doubt,2014,PG-13,96,85,0.2
Annie,2014,PG,118,27,85.9
Night at the Museum: Secret of the Tomb,2014,PG,98,50,113.7
Wild,2014,R,115,90,37.9
Into the Woods,2014,PG,125,71,128
The Imitation Game,2014,PG-13,114,89,91.1
The Water Diviner,2014,R,111,62,4.2
The Woman in Black 2: Angel of Death,2014,PG-13,98,21,26.5
Match,2014,R,90,76,0.0305
Dear White People,2014,R,108,92,4.4
American Sniper,2014,R,132,73,350.1
Song One,2014,PG-13,86,36,0.0202
Low Down,2014,R,114,51,0.049
Red Army,2014,PG,76,96,0.7
A Most Violent Year,2014,R,125,90,5.7
Black or White,2014,PG-13,121,39,21.6
5 to 7,2014,R,95,67,0.1
Christian Mingle,2014,PG,103,0,0.0198
What We Do in the Shadows,2014,R,86,96,3.3
Still Alice,2014,PG-13,101,89,18.7
Rudderless,2014,R,105,63,0.056
Citizenfour,2014,R,114,98,2.8
Serena,2014,R,109,18,0.2
Maps to the Stars,2014,R,111,61,0.3
Keep on Keepin' On,2014,R,84,97,0.2
Zombeavers,2014,R,85,66,0.0149
While We're Young,2014,R,97,84,7.5
Lambert & Stamp,2014,R,117,86,0.0333
Kill Me Three Times,2014,R,90,9,0.0238
Clouds of Sils Maria,2014,R,124,89,1.8
Beyond the Reach,2014,R,91,34,0.0446
Unfriended,2014,R,83,61,32.4
Skin Trade,2014,R,96,20,0.0012
Adult Beginners,2014,R,92,44,0.1
Welcome to Me,2014,R,87,70,0.3
The Seven Five,2014,R,104,78,0.0296
Good Kill,2014,R,102,75,0.3
Every Secret Thing,2014,R,93,26,0.097
Sunshine Superman,2014,PG,100,89,0.0557
Heaven Knows What,2014,R,94,86,0.0702
Infinitely Polar Bear,2014,R,90,81,0.4
Love & Mercy,2014,PG-13,121,89,7.2
Blackhat,2015,R,133,34,7.8
Strange Magic,2015,PG,99,18,12.4
The Hunting Ground,2015,PG-13,90,92,0.4
Americons,2015,R,88,14,0.0144
Jupiter Ascending,2015,PG-13,127,25,47.4
"McFarland, USA",2015,PG,129,79,44.5
Hot Tub Time Machine 2,2015,R,93,14,12.3
The DUFF,2015,PG-13,101,72,34
Focus,2015,R,105,56,53.8
Chappie,2015,R,120,31,31.6
Unfinished Business,2015,R,91,11,10.2
Hayride 2,2015,R,92,0,0.0017
The Second Best Exotic Marigold Hotel,2015,PG,122,62,33.1
David and Goliath,2015,PG,92,0,0.2
Cinderella,2015,PG,105,85,200.6
Insurgent,2015,PG-13,119,30,130
Do You Believe?,2015,PG-13,120,18,13
Home,2015,PG,94,46,171.9
Get Hard,2015,R,100,29,90.2
Beyond the Mask,2015,PG,103,22,1
Freetown,2015,PG-13,113,38,7.9
Danny Collins,2015,R,106,78,5.6
Woman in Gold,2015,PG-13,109,53,33
Paul Blart: Mall Cop 2,2015,PG,94,6,68.4
Child 44,2015,R,137,24,1.2
Monkey Kingdom,2015,G,81,94,16.3
True Story,2015,R,99,48,6.6
The Age of Adaline,2015,PG-13,112,54,42.6
Little Boy,2015,PG-13,106,18,6.4
Barely Lethal,2015,PG-13,96,16,0.0049
Avengers: Age of Ultron,2015,PG-13,141,74,454.2
Hot Pursuit,2015,PG-13,87,7,33.4
Maggie,2015,PG-13,95,51,0.2
The D Train,2015,R,101,43,0.7
Mad Max: Fury Road,2015,R,120,98,149
Pitch Perfect 2,2015,PG-13,115,66,160.9
Poltergeist,2015,PG-13,93,31,46.1
Tomorrowland,2015,PG,130,50,91
Far from the Madding Crowd,2015,PG-13,119,85,9.9
Aloha,2015,PG-13,105,20,19
Insidious: Chapter 3,2015,PG-13,97,58,22.7
Me and Earl and the Dying Girl,2015,PG-13,105,82,1.9
Jurassic World,2015,PG-13,124,71,556.5
The Overnight,2015,R,79,81,0.6
Dope,2015,R,103,89,11.7
Ted 2,2015,R,115,46,58.5
L.A. Slasher,2015,R,86,0,0.0024
Magic Mike XXL,2015,R,115,64,27.9
